,children,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,years_employed,lemmas_purpose
6894,0,27.0,2,4,F,компаньон,0,171120.92,покупка жилья для сдачи,3.604,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
6895,1,63.0,1,1,M,сотрудник,0,145017.94,сыграть свадьбу,4.465,"['сыграть', ' ', 'свадьба', '\n']"
6896,1,45.0,0,0,F,компаньон,0,102967.94,операции с коммерческой недвижимостью,11.55,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
6897,1,28.0,1,0,M,сотрудник,0,196988.52,покупка жилья для семьи,1.591,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
6898,0,48.0,1,0,F,сотрудник,0,86459.44,покупка жилья,1.23,"['покупка', ' ', 'жилье', '\n']"
6899,1,41.0,3,1,F,сотрудник,1,228523.8,сделка с автомобилем,0.687,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
6900,0,41.0,1,0,F,сотрудник,0,98974.586,получение высшего образования,2.951,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
6901,1,30.0,1,0,M,сотрудник,0,116274.73,недвижимость,2.586,"['недвижимость', '\n']"
6902,0,40.0,2,0,F,компаньон,0,224414.7,операции со своей недвижимостью,2.2,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
6903,4,24.0,0,1,F,госслужащий,0,125880.05,автомобиль,3.086,"['автомобиль', '\n']"
6904,0,67.0,0,0,F,пенсионер,0,82865.99,получение образования,45.8,"['получение', ' ', 'образование', '\n']"
6905,2,37.0,1,0,F,сотрудник,0,50759.5,строительство собственной недвижимости,2.197,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
6906,0,55.0,1,0,F,сотрудник,0,99905.19,жилье,10.37,"['жилье', '\n']"
6907,0,31.0,1,0,F,сотрудник,0,156438.8,недвижимость,6.945,"['недвижимость', '\n']"
6908,0,30.0,1,0,F,сотрудник,0,76389.92,приобретение автомобиля,2.201,"['приобретение', ' ', 'автомобиль', '\n']"
6909,0,48.0,1,0,F,сотрудник,0,57500.098,недвижимость,4.953,"['недвижимость', '\n']"
6910,0,59.0,1,0,F,пенсионер,0,451161.03,недвижимость,44.1,"['недвижимость', '\n']"
6911,2,39.0,1,0,F,компаньон,0,86482.19,заняться высшим образованием,6.664,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
6912,0,58.0,1,0,F,пенсионер,0,132602.56,получение дополнительного образования,38.8,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
6913,1,42.0,0,0,F,компаньон,0,153430.78,покупка жилья для семьи,1.197,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
6914,1,27.0,0,0,F,компаньон,0,225783.33,автомобили,1.456,"['автомобиль', '\n']"
6915,0,27.0,1,1,M,сотрудник,1,145017.94,на проведение свадьбы,4.465,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
6916,0,54.0,0,0,F,пенсионер,0,150388.38,приобретение автомобиля,41.97,"['приобретение', ' ', 'автомобиль', '\n']"
6917,1,31.0,1,1,M,сотрудник,1,145017.94,сыграть свадьбу,4.465,"['сыграть', ' ', 'свадьба', '\n']"
6918,0,59.0,0,3,F,пенсионер,0,173495.16,получение дополнительного образования,40.28,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
6919,0,28.0,0,4,F,компаньон,0,157884.38,покупка своего жилья,1.62,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
6920,0,49.0,1,3,F,сотрудник,0,162943.3,операции с недвижимостью,11.875,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
6921,1,24.0,1,4,M,сотрудник,0,145682.6,приобретение автомобиля,2.146,"['приобретение', ' ', 'автомобиль', '\n']"
6922,0,53.0,1,4,F,компаньон,1,154935.73,получение образования,11.22,"['получение', ' ', 'образование', '\n']"
6923,0,47.0,1,0,F,госслужащий,0,299861.47,строительство жилой недвижимости,21.1,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
6924,1,39.0,1,1,F,компаньон,0,145017.94,операции с жильем,4.465,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
6925,0,70.0,1,1,F,пенсионер,0,187303.22,свадьба,43.6,"['свадьба', '\n']"
6926,0,49.0,0,0,F,сотрудник,0,168997.1,недвижимость,1.376,"['недвижимость', '\n']"
6927,0,54.0,1,0,F,пенсионер,0,114301.15,операции с жильем,45.4,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
6928,2,29.0,1,0,F,компаньон,0,87426.72,получение дополнительного образования,5.293,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
6929,2,27.0,1,0,F,сотрудник,1,122238.86,операции с жильем,3.465,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
6930,0,23.0,0,0,F,сотрудник,0,203419.78,покупка недвижимости,3.814,"['покупка', ' ', 'недвижимость', '\n']"
6931,0,51.0,1,0,F,компаньон,0,158792.05,покупка жилья,8.76,"['покупка', ' ', 'жилье', '\n']"
6932,0,61.0,1,0,F,пенсионер,0,74546.95,покупка жилой недвижимости,42.38,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
6933,0,32.0,1,4,M,сотрудник,0,213431.27,операции с недвижимостью,0.6675,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
6934,3,38.0,1,0,F,компаньон,0,162071.98,операции со своей недвижимостью,5.254,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
6935,0,39.0,1,0,F,сотрудник,1,168410.83,недвижимость,0.343,"['недвижимость', '\n']"
6936,0,48.0,0,3,F,сотрудник,0,72268.195,операции с недвижимостью,3.916,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
6937,0,36.0,1,4,M,компаньон,1,141074.84,дополнительное образование,0.679,"['дополнительный', ' ', 'образование', '\n']"
6938,1,53.0,1,1,M,сотрудник,0,104773.98,на проведение свадьбы,0.5693,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
6939,1,30.0,0,4,F,сотрудник,0,137969.97,покупка жилья для семьи,2.46,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
6940,0,56.0,1,2,F,сотрудник,0,164606.78,приобретение автомобиля,2.55,"['приобретение', ' ', 'автомобиль', '\n']"
6941,0,54.0,1,2,F,пенсионер,0,77323.016,покупка недвижимости,40.03,"['покупка', ' ', 'недвижимость', '\n']"
6942,0,38.0,1,4,F,сотрудник,0,111758.96,высшее образование,4.566,"['высокий', ' ', 'образование', '\n']"
6943,2,30.0,1,1,M,сотрудник,0,251731.81,на проведение свадьбы,6.47,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
6944,1,58.0,1,1,M,сотрудник,0,201810.78,свой автомобиль,3.346,"['свой', ' ', 'автомобиль', '\n']"
6945,1,41.0,1,0,M,пенсионер,0,158482.94,недвижимость,45.28,"['недвижимость', '\n']"
6946,0,49.0,1,4,F,сотрудник,0,137899.02,строительство жилой недвижимости,2.496,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
6947,0,39.0,1,4,F,сотрудник,0,56713.89,недвижимость,1.526,"['недвижимость', '\n']"
6948,0,45.0,0,0,F,сотрудник,0,259596.81,автомобиль,2.68,"['автомобиль', '\n']"
6949,1,39.0,2,0,F,сотрудник,0,145017.94,строительство жилой недвижимости,4.465,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
6950,0,49.0,1,0,F,сотрудник,1,325337.7,на покупку автомобиля,6.324,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
6951,1,25.0,0,0,M,компаньон,0,330073.84,операции с жильем,2.273,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
6952,0,47.0,1,0,M,сотрудник,0,93711.37,строительство недвижимости,11.6,"['строительство', ' ', 'недвижимость', '\n']"
6953,0,59.0,1,0,F,пенсионер,0,117540.25,заняться высшим образованием,38.38,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
6954,0,56.0,1,2,F,пенсионер,0,176278.44,ремонт жилью,45.88,"['ремонт', ' ', 'жилье', '\n']"
6955,0,50.0,1,0,F,сотрудник,0,80359.96,покупка жилья для семьи,12.195,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
6956,1,36.0,1,1,F,сотрудник,0,186225.4,жилье,2.809,"['жилье', '\n']"
6957,0,26.0,0,4,F,компаньон,0,112799.59,автомобили,0.3616,"['автомобиль', '\n']"
6958,1,43.0,0,0,F,компаньон,0,145017.94,заняться высшим образованием,4.465,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
6959,0,43.0,1,0,M,сотрудник,0,231728.62,жилье,12.12,"['жилье', '\n']"
6960,0,53.0,1,4,F,компаньон,0,283151.8,операции с жильем,6.18,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
6961,0,43.0,1,0,F,сотрудник,0,202211.52,дополнительное образование,23.06,"['дополнительный', ' ', 'образование', '\n']"
6962,2,52.0,1,0,M,сотрудник,0,97896.09,на покупку подержанного автомобиля,6.4,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
6963,1,70.0,1,0,F,сотрудник,0,230353.72,сделка с подержанным автомобилем,3.764,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
6964,0,53.0,1,0,F,сотрудник,0,83315.33,заняться высшим образованием,21.52,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
6965,1,44.0,1,0,F,сотрудник,0,46511.227,автомобили,20.12,"['автомобиль', '\n']"
6966,0,50.0,1,0,F,сотрудник,0,49996.066,дополнительное образование,0.706,"['дополнительный', ' ', 'образование', '\n']"
6967,1,31.0,3,1,M,сотрудник,1,93335.94,свадьба,2.236,"['свадьба', '\n']"
6968,1,36.0,1,4,F,компаньон,1,157504.38,сделка с автомобилем,6.254,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
6969,0,31.0,1,1,F,компаньон,1,115881.266,заняться высшим образованием,3.422,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
6970,1,42.0,1,0,F,сотрудник,0,109005.76,автомобиль,1.31,"['автомобиль', '\n']"
6971,0,57.0,0,1,F,пенсионер,0,216369.27,сыграть свадьбу,45.28,"['сыграть', ' ', 'свадьба', '\n']"
6972,0,54.0,0,4,F,сотрудник,0,145017.94,покупка жилой недвижимости,4.465,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
6973,2,31.0,1,0,F,сотрудник,0,145017.94,покупка недвижимости,4.465,"['покупка', ' ', 'недвижимость', '\n']"
6974,0,48.0,1,0,F,сотрудник,1,83531.96,получение дополнительного образования,5.273,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
6975,2,27.0,1,1,M,сотрудник,0,132292.83,операции со своей недвижимостью,2.412,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
6976,1,28.0,0,0,F,госслужащий,0,87080.88,свой автомобиль,0.3909,"['свой', ' ', 'автомобиль', '\n']"
6977,2,33.0,1,0,F,компаньон,0,220862.11,покупка своего жилья,5.246,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
6978,2,38.0,1,0,F,сотрудник,0,151113.5,строительство недвижимости,1.38,"['строительство', ' ', 'недвижимость', '\n']"
6979,0,71.0,2,0,M,пенсионер,0,124667.47,сделка с автомобилем,40.25,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
6980,0,65.0,0,2,F,пенсионер,0,230719.88,ремонт жилью,43.16,"['ремонт', ' ', 'жилье', '\n']"
6981,0,23.0,1,4,M,сотрудник,1,171971.31,сделка с автомобилем,1.46,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
6982,0,25.0,2,1,F,сотрудник,0,183234.19,свадьба,3.312,"['свадьба', '\n']"
6983,1,41.0,0,0,F,сотрудник,0,367276.72,операции с коммерческой недвижимостью,14.3,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
6984,0,30.0,0,0,F,сотрудник,0,160548.28,автомобиль,3.559,"['автомобиль', '\n']"
6985,0,63.0,1,0,F,пенсионер,0,145017.94,недвижимость,41.66,"['недвижимость', '\n']"
6986,0,56.0,0,0,F,сотрудник,0,220457.8,получение высшего образования,16.69,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
6987,0,38.0,0,1,F,компаньон,0,289679.56,свадьба,0.8447,"['свадьба', '\n']"
6988,0,37.0,1,1,M,сотрудник,0,249067.72,свадьба,3.365,"['свадьба', '\n']"
6989,0,66.0,1,4,F,пенсионер,0,134334.34,сделка с подержанным автомобилем,42.06,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
6990,1,37.0,0,0,F,госслужащий,0,363698.4,дополнительное образование,16.42,"['дополнительный', ' ', 'образование', '\n']"
6991,0,38.0,1,1,F,сотрудник,1,179521.28,на проведение свадьбы,12.95,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
6992,0,53.0,0,0,F,пенсионер,0,81272.73,автомобили,39.03,"['автомобиль', '\n']"
6993,2,38.0,1,4,M,сотрудник,1,148891.53,приобретение автомобиля,14.625,"['приобретение', ' ', 'автомобиль', '\n']"
6994,0,47.0,1,0,M,сотрудник,0,191317.48,на покупку подержанного автомобиля,2.805,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
6995,1,33.0,1,0,M,компаньон,0,277188.44,операции с жильем,5.39,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
6996,1,42.0,0,0,F,компаньон,0,233308.47,получение дополнительного образования,6.055,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
6997,0,45.0,1,3,F,компаньон,0,120802.24,покупка своего жилья,4.164,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
6998,0,63.0,1,0,F,пенсионер,0,43315.75,на покупку подержанного автомобиля,43.9,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
6999,1,30.0,1,1,F,сотрудник,1,130610.09,покупка жилья для сдачи,3.672,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
7000,2,36.0,1,3,F,сотрудник,0,145017.94,сделка с подержанным автомобилем,4.465,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
7001,0,51.0,1,1,F,сотрудник,0,151031.95,получение образования,5.465,"['получение', ' ', 'образование', '\n']"
7002,0,55.0,1,0,M,сотрудник,1,145017.94,недвижимость,4.465,"['недвижимость', '\n']"
7003,0,48.0,1,0,F,сотрудник,0,178120.03,строительство недвижимости,18.34,"['строительство', ' ', 'недвижимость', '\n']"
7004,0,71.0,1,0,M,пенсионер,0,258740.3,ремонт жилью,41.06,"['ремонт', ' ', 'жилье', '\n']"
7005,0,57.0,3,0,F,пенсионер,0,83939.8,автомобили,38.47,"['автомобиль', '\n']"
7006,0,35.0,1,0,F,компаньон,0,109075.11,получение высшего образования,0.6177,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
7007,0,49.0,1,0,F,сотрудник,0,85844.85,на покупку автомобиля,5.75,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
7008,2,28.0,1,0,F,сотрудник,0,79246.08,покупка жилья,6.895,"['покупка', ' ', 'жилье', '\n']"
7009,2,29.0,0,0,F,сотрудник,0,373926.06,покупка недвижимости,2.584,"['покупка', ' ', 'недвижимость', '\n']"
7010,0,38.0,0,4,F,компаньон,0,208885.39,покупка жилья для семьи,1.91,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
7011,1,22.0,1,4,F,сотрудник,0,135061.19,недвижимость,4.96,"['недвижимость', '\n']"
7012,0,55.0,3,0,M,сотрудник,0,146009.42,профильное образование,0.5596,"['профильный', ' ', 'образование', '\n']"
7013,0,27.0,1,0,M,сотрудник,0,153251.28,ремонт жилью,3.258,"['ремонт', ' ', 'жилье', '\n']"
7014,1,43.0,1,0,M,сотрудник,0,178659.53,операции с коммерческой недвижимостью,14.44,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
7015,1,25.0,0,0,F,компаньон,0,154511.89,покупка своего жилья,4.19,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
7016,1,47.0,1,4,F,сотрудник,0,115438.6,автомобили,3.309,"['автомобиль', '\n']"
7017,0,47.0,1,0,M,компаньон,0,129734.03,операции с недвижимостью,6.96,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
7018,1,31.0,1,1,F,компаньон,0,219673.0,свадьба,4.465,"['свадьба', '\n']"
7019,3,31.0,1,0,F,сотрудник,1,122103.62,покупка жилья,1.072,"['покупка', ' ', 'жилье', '\n']"
7020,2,32.0,1,1,F,сотрудник,0,145017.94,операции со своей недвижимостью,4.465,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
7021,0,54.0,1,1,F,пенсионер,0,116147.62,покупка жилья для сдачи,40.28,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
7022,4,29.0,1,0,M,компаньон,0,109681.92,жилье,5.363,"['жилье', '\n']"
7023,1,26.0,0,4,M,компаньон,0,187853.75,строительство недвижимости,1.863,"['строительство', ' ', 'недвижимость', '\n']"
7024,0,60.0,0,0,F,пенсионер,0,62984.793,на покупку автомобиля,40.1,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
7025,0,32.0,1,0,F,сотрудник,0,145017.94,высшее образование,4.465,"['высокий', ' ', 'образование', '\n']"
7026,1,44.0,1,1,M,компаньон,0,125064.836,сыграть свадьбу,0.2974,"['сыграть', ' ', 'свадьба', '\n']"
7027,2,54.0,1,1,F,компаньон,0,100206.266,на проведение свадьбы,1.891,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
7028,0,43.0,1,3,F,сотрудник,0,151395.45,покупка жилья для семьи,8.23,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
7029,0,58.0,1,3,M,сотрудник,0,279665.56,свой автомобиль,3.285,"['свой', ' ', 'автомобиль', '\n']"
7030,0,40.0,1,0,M,сотрудник,0,113908.05,на покупку автомобиля,2.016,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
7031,0,37.0,1,0,F,сотрудник,0,166725.94,покупка жилья для семьи,3.842,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
7032,1,36.0,1,0,F,компаньон,0,70614.39,покупка жилья для семьи,7.004,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
7033,0,50.0,1,0,F,сотрудник,0,105662.17,строительство собственной недвижимости,21.75,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
7034,0,59.2,0,4,F,пенсионер,0,263121.06,образование,41.78,"['образование', '\n']"
7035,0,60.0,1,2,F,пенсионер,0,210497.11,строительство жилой недвижимости,39.1,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
7036,0,31.0,1,0,M,компаньон,0,175783.73,на покупку своего автомобиля,1.554,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
7037,0,46.0,1,0,M,сотрудник,0,99541.63,высшее образование,0.65,"['высокий', ' ', 'образование', '\n']"
7038,1,41.0,1,0,M,сотрудник,0,267479.28,операции с недвижимостью,3.094,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
7039,1,28.0,1,4,M,сотрудник,1,156338.88,покупка своего жилья,0.8975,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
7040,0,28.0,0,0,F,компаньон,0,145017.94,получение высшего образования,4.465,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
7041,0,42.0,1,0,F,сотрудник,0,67038.914,на покупку подержанного автомобиля,3.396,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
7042,1,41.0,0,0,M,сотрудник,0,194632.86,приобретение автомобиля,0.327,"['приобретение', ' ', 'автомобиль', '\n']"
7043,0,37.0,0,0,F,сотрудник,0,145017.94,покупка недвижимости,4.465,"['покупка', ' ', 'недвижимость', '\n']"
7044,1,60.0,1,3,M,пенсионер,0,127049.57,операции с недвижимостью,45.34,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
7045,1,41.0,0,3,F,компаньон,0,154458.69,строительство жилой недвижимости,0.3264,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
7046,1,54.0,1,3,F,сотрудник,0,98191.86,покупка жилой недвижимости,3.107,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
7047,1,35.0,1,1,M,сотрудник,0,102337.86,на проведение свадьбы,3.908,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
7048,0,67.0,1,1,F,сотрудник,0,104312.62,сыграть свадьбу,3.314,"['сыграть', ' ', 'свадьба', '\n']"
7049,0,48.0,1,0,F,сотрудник,0,115108.98,операции с недвижимостью,21.47,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
7050,3,36.0,1,1,M,сотрудник,1,145017.94,свадьба,4.465,"['свадьба', '\n']"
7051,0,38.0,2,3,F,компаньон,0,191519.61,строительство собственной недвижимости,3.713,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
7052,0,56.0,0,0,F,сотрудник,0,124967.3,получение образования,2.338,"['получение', ' ', 'образование', '\n']"
7053,0,52.0,1,1,F,сотрудник,0,271329.44,на проведение свадьбы,2.656,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
7054,0,53.0,1,0,F,пенсионер,0,202083.62,жилье,42.94,"['жилье', '\n']"
7055,0,38.0,1,0,F,сотрудник,0,63423.504,операции с жильем,13.55,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
7056,0,61.0,1,2,F,госслужащий,0,68127.51,строительство недвижимости,0.9336,"['строительство', ' ', 'недвижимость', '\n']"
7057,0,21.0,1,4,F,сотрудник,0,217442.81,получение образования,2.586,"['получение', ' ', 'образование', '\n']"
7058,1,35.0,1,0,M,сотрудник,0,145017.94,ремонт жилью,4.465,"['ремонт', ' ', 'жилье', '\n']"
7059,1,29.0,1,1,F,сотрудник,0,145017.94,на проведение свадьбы,4.465,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
7060,0,70.0,1,2,F,пенсионер,0,78200.586,покупка жилой недвижимости,42.8,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
7061,2,39.0,0,0,F,компаньон,0,651326.25,покупка жилой недвижимости,6.938,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
7062,0,59.0,1,0,F,пенсионер,0,97492.56,ремонт жилью,42.9,"['ремонт', ' ', 'жилье', '\n']"
7063,1,63.0,1,0,F,пенсионер,0,116806.42,ремонт жилью,39.4,"['ремонт', ' ', 'жилье', '\n']"
7064,0,27.0,0,3,F,компаньон,0,81851.75,строительство недвижимости,2.0,"['строительство', ' ', 'недвижимость', '\n']"
7065,0,31.0,1,4,M,сотрудник,0,262096.08,покупка жилья,0.698,"['покупка', ' ', 'жилье', '\n']"
7066,1,46.0,0,0,F,сотрудник,1,185026.25,приобретение автомобиля,10.19,"['приобретение', ' ', 'автомобиль', '\n']"
7067,1,58.0,1,0,F,компаньон,0,172609.02,автомобили,31.67,"['автомобиль', '\n']"
7068,0,34.0,2,0,M,сотрудник,0,216230.66,на покупку своего автомобиля,1.415,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
7069,1,30.0,1,0,F,сотрудник,0,92014.875,покупка жилья,2.41,"['покупка', ' ', 'жилье', '\n']"
7070,0,59.0,1,3,F,компаньон,0,175915.5,заняться образованием,1.589,"['заниматься', ' ', 'образование', '\n']"
7071,0,61.0,1,0,F,пенсионер,0,33065.41,покупка жилья для сдачи,42.44,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
7072,0,33.0,0,0,M,сотрудник,0,577705.2,приобретение автомобиля,11.7,"['приобретение', ' ', 'автомобиль', '\n']"
7073,0,43.5,1,1,F,сотрудник,0,119958.93,на проведение свадьбы,4.3,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
7074,0,39.0,0,1,F,сотрудник,0,180676.1,на проведение свадьбы,5.1,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
7075,1,43.5,0,4,M,компаньон,0,161439.58,на покупку своего автомобиля,11.57,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
7076,0,38.0,1,1,F,сотрудник,0,124452.055,сыграть свадьбу,3.305,"['сыграть', ' ', 'свадьба', '\n']"
7077,0,37.0,1,1,M,сотрудник,0,165520.6,на проведение свадьбы,10.195,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
7078,2,40.0,1,0,F,сотрудник,0,67529.6,получение высшего образования,3.295,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
7079,0,58.0,1,0,F,пенсионер,0,145017.94,операции с жильем,41.66,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
7080,1,46.0,1,1,F,сотрудник,0,123839.3,на покупку подержанного автомобиля,2.736,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
7081,0,42.0,1,0,F,сотрудник,0,101724.234,покупка недвижимости,25.48,"['покупка', ' ', 'недвижимость', '\n']"
7082,1,39.0,1,0,F,компаньон,1,331427.44,автомобиль,6.242,"['автомобиль', '\n']"
7083,0,37.0,1,0,M,сотрудник,1,73448.4,строительство недвижимости,5.25,"['строительство', ' ', 'недвижимость', '\n']"
7084,0,38.0,1,0,F,компаньон,0,174932.73,получение высшего образования,0.4731,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
7085,1,32.0,1,0,F,сотрудник,0,148367.23,покупка жилья,6.004,"['покупка', ' ', 'жилье', '\n']"
7086,0,47.0,1,0,F,пенсионер,0,121685.13,строительство собственной недвижимости,38.2,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
7087,0,42.0,0,0,F,компаньон,0,163467.97,на покупку своего автомобиля,14.99,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
7088,0,63.0,1,0,F,сотрудник,0,145017.94,на покупку своего автомобиля,4.465,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
7089,0,56.0,2,4,F,сотрудник,0,169646.66,на покупку подержанного автомобиля,14.836,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
7090,0,52.0,1,4,F,пенсионер,0,214865.7,покупка недвижимости,38.5,"['покупка', ' ', 'недвижимость', '\n']"
7091,1,42.0,1,0,F,компаньон,0,107780.06,автомобиль,3.277,"['автомобиль', '\n']"
7092,1,42.0,1,1,M,сотрудник,0,198604.17,операции с коммерческой недвижимостью,23.25,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
7093,1,28.0,1,0,M,сотрудник,0,104464.38,получение высшего образования,5.625,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
7094,0,48.0,1,0,M,сотрудник,0,218750.27,строительство недвижимости,10.4,"['строительство', ' ', 'недвижимость', '\n']"
7095,0,27.0,2,1,F,сотрудник,0,166908.22,высшее образование,4.105,"['высокий', ' ', 'образование', '\n']"
7096,0,36.0,0,4,F,компаньон,0,195549.94,покупка своего жилья,4.742,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
7097,2,37.0,1,4,F,сотрудник,0,145017.94,строительство жилой недвижимости,4.465,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
